ID_estudiante;género;edad;horas_estudio_día;horas_sueño;horas_uso_smartphone;horas_redes_sociales;horas_youtube;horas_videojuego;horas_descanso_día;g_ingesta_café;horas_ejercicio;tareas_completadas;porcentaje_asistencia;nivel_stress;puntuación_enfoque;calificación_final;puntuación_productividad
7991;masculino;21;1,56;8,17;4,94;3,77;2,77;3,72;1;0,35;0,57;5;42,87;4;75;72,76;41,44
7992;masculino;25;7,48;5,63;7,24;4,19;4,00;2,14;8;0,38;0,02;0;52,59;2;35;56,28;47,20
7993;masculino;18;1,17;5,00;8,96;2,68;4,84;3,62;6;0,06;0,32;11;45,89;6;31;42,27;8,79
7994;femenino;25;4,45;4,74;8,55;3,58;1,40;0,32;8;0,25;0,55;0;92,38;2;81;63,57;50,93
7995;femenino;28;4,23;3,56;0,85;4,49;5,46;1,90;10;0,45;1,60;17;54,43;3;92;81,50;55,60
7996;femenino;24;5,66;9,53;7,32;0,47;1,71;0,12;2;0,47;0,10;14;72,78;10;54;68,65;50,52
7997;femenino;25;6,48;6,94;8,70;4,58;0,08;2,92;12;0,08;1,53;12;43,06;8;69;60,34;47,05
7998;masculino;20;9,50;9,69;2,81;2,78;4,13;3,10;14;0,04;1,08;12;86,81;9;79;73,59;86,27
7999;masculino;17;3,08;9,03;7,44;4,58;5,50;2,97;2;0,19;1,57;16;43,68;8;95;75,34;48,57
8000;femenino;17;6,83;3,21;1,77;3,56;5,20;5,47;6;0,09;0,32;14;52,05;9;49;93,15;43,61
8001;femenino;21;0,83;4,73;8,15;1,47;1,14;2,57;8;0,09;0,00;6;79,99;7;84;57,01;29,50
8002;femenino;18;0,51;5,21;7,63;0,87;5,71;1,26;6;0,02;1,75;2;98,51;8;84;50,90;32,17
8003;femenino;24;0,74;6,43;3,27;7,00;5,64;5,06;10;0,24;0,07;7;52,36;2;90;74,51;44,46
8004;masculino;26;4,76;8,01;10,57;3,16;3,92;5,59;6;0,40;0,52;5;43,15;6;83;87,29;46,19
8005;masculino;27;5,77;7,77;9,78;4,93;1,53;1,25;5;0,37;1,67;2;63,24;9;51;74,25;40,83
8006;femenino;21;0,56;9,91;9,00;0,68;2,51;1,40;4;0,21;1,10;19;69,49;2;70;50,47;40,10
8007;femenino;21;4,27;9,46;5,78;3,29;3,21;0,85;11;0,41;0,55;16;81,51;1;92;96,76;70,25
8008;masculino;18;0,89;4,30;3,11;5,66;3,16;4,64;14;0,41;1,42;8;90,71;1;95;55,90;48,53
8009;masculino;23;6,71;9,02;9,50;7,75;3,48;5,36;14;0,29;0,00;9;65,98;4;78;78,20;63,30
8010;masculino;29;6,50;8,90;2,97;4,44;1,54;4,84;8;0,01;1,72;6;81,92;9;74;74,40;68,52
8011;masculino;24;7,95;7,02;6,10;1,40;1,15;2,38;6;0,30;1,00;9;52,21;10;34;65,08;45,81
8012;femenino;26;5,69;5,37;4,86;0,10;5,85;1,01;6;0,49;0,07;19;95,78;4;40;84,93;49,08
8013;otro;29;6,42;4,46;2,82;2,83;0,74;5,70;4;0,36;0,95;11;62,54;6;91;77,76;62,05
8014;femenino;17;3,15;4,49;7,57;3,25;1,95;1,78;14;0,40;1,88;11;48,60;7;75;65,74;31,81
8015;femenino;18;1,31;5,36;11,79;3,99;5,82;5,50;10;0,43;0,85;8;62,81;4;90;77,24;29,78
8016;femenino;26;7,50;6,53;5,98;0,03;4,33;4,31;6;0,33;0,62;6;50,37;3;88;58,58;67,47
8017;femenino;20;6,31;7,09;6,24;5,79;3,38;5,52;13;0,28;0,15;3;60,26;10;45;95,21;43,56
8018;otro;21;9,41;5,28;4,79;5,24;0,08;4,06;2;0,01;0,55;2;86,43;2;38;41,85;65,00
8019;masculino;29;9,90;5,50;3,13;0,14;5,23;1,05;11;0,18;0,53;8;46,31;8;91;62,18;74,59
8020;femenino;18;8,55;3,09;3,75;2,67;4,58;2,75;14;0,06;0,57;8;44,55;1;67;50,77;60,75
8021;femenino;17;9,86;3,01;10,57;2,94;0,61;0,87;6;0,01;1,13;4;48,94;5;57;50,34;48,31
8022;masculino;25;6,65;9,35;11,40;2,27;4,86;1,32;7;0,27;0,08;5;65,73;3;56;62,19;54,77
8023;femenino;17;1,37;3,10;10,00;2,37;1,57;2,09;1;0,09;1,62;11;48,64;7;72;98,02;15,48
8024;masculino;29;1,35;3,23;0,80;3,47;4,85;0,89;3;0,06;1,48;9;85,88;7;94;57,72;43,78
8025;masculino;20;8,17;4,44;7,49;5,62;5,06;1,83;10;0,05;1,62;0;80,44;2;93;82,74;69,85
8026;masculino;18;2,75;8,20;6,82;5,41;2,60;0,57;10;0,03;1,08;0;94,96;1;96;42,13;62,08
8027;femenino;27;1,08;7,75;9,41;3,28;0,48;0,29;11;0,19;0,63;2;96,66;5;61;58,21;34,10
8028;femenino;20;4,99;7,53;9,48;4,97;3,36;0,91;4;0,11;1,73;10;62,94;4;53;52,36;43,30
8029;masculino;24;3,49;7,02;5,54;0,56;3,32;1,28;3;0,22;1,02;11;73,27;8;60;77,45;41,45
8030;masculino;24;6,09;4,41;3,81;6,16;4,83;1,66;13;0,40;1,90;0;82,20;7;91;66,18;60,99
8031;femenino;27;6,20;5,79;1,62;3,53;0,56;3,66;13;0,19;1,32;18;79,46;10;60;45,67;55,02
8032;masculino;28;6,97;6,35;7,53;0,72;4,20;1,26;4;0,36;0,30;15;42,57;4;88;95,15;59,85
8033;femenino;25;5,98;7,08;3,65;2,99;5,06;5,28;12;0,16;0,42;11;71,34;10;73;55,89;57,15
8034;femenino;29;4,12;4,39;11,59;5,67;3,17;0,47;12;0,16;0,17;16;71,65;2;94;79,77;44,50
8035;masculino;27;0,72;8,10;1,04;0,99;1,87;4,67;7;0,17;1,58;2;61,60;4;89;80,47;51,50
8036;masculino;28;9,10;5,16;11,59;6,52;1,47;4,78;3;0,30;1,92;17;60,36;8;42;96,74;42,93
8037;femenino;21;3,61;7,62;6,20;5,67;1,88;2,19;11;0,28;1,18;11;68,62;4;53;46,44;43,81
8038;masculino;23;5,32;6,60;7,48;0,67;5,37;3,77;13;0,43;1,05;13;53,02;6;69;82,88;46,87
8039;masculino;19;5,79;7,15;7,21;7,83;4,18;3,57;6;0,44;0,15;17;87,80;8;73;69,68;55,58
8040;masculino;26;3,49;5,89;9,16;7,55;3,99;5,42;11;0,29;1,92;1;64,03;1;77;70,08;44,10
8041;masculino;20;3,43;6,12;1,55;1,06;0,43;5,86;2;0,17;1,32;9;98,33;1;49;42,45;53,27
8042;femenino;26;2,98;9,08;10,71;1,62;3,68;1,92;12;0,31;1,43;3;53,58;7;99;91,34;46,95
8043;femenino;25;2,81;6,33;9,60;2,78;5,16;3,08;9;0,42;1,75;7;73,78;6;88;46,37;41,38
8044;femenino;26;0,79;8,56;10,28;7,92;1,15;0,80;1;0,43;0,32;1;64,12;7;45;96,00;21,02
8045;masculino;26;9,60;5,77;6,08;5,64;1,56;4,52;12;0,33;1,23;15;69,30;10;46;63,11;56,24
8046;masculino;28;6,16;7,90;8,52;7,32;5,85;5,59;7;0,49;0,92;5;80,84;6;57;73,26;52,93
8047;masculino;17;1,53;4,63;5,76;2,21;3,28;0,69;12;0,23;1,05;9;71,99;7;74;40,48;31,59
8048;femenino;18;6,12;9,42;2,00;6,96;4,26;4,52;11;0,33;0,42;8;67,26;10;76;87,21;67,05
8049;masculino;21;2,71;9,77;3,97;0,88;2,03;3,00;10;0,33;0,33;6;85,12;7;40;74,34;44,56
8050;femenino;19;3,45;9,31;3,70;7,96;1,62;5,81;5;0,26;1,55;6;93,12;9;38;94,79;45,44
8051;masculino;18;8,11;5,42;2,41;0,85;0,32;0,52;13;0,19;1,88;8;46,71;6;68;58,31;62,59
8052;femenino;17;8,92;4,94;3,28;3,49;1,24;5,27;6;0,11;0,85;8;84,03;6;94;94,51;77,84
8053;femenino;26;7,15;4,28;6,23;6,56;3,85;3,45;8;0,43;0,97;3;42,92;3;72;56,05;53,10
8054;masculino;19;9,36;9,11;5,36;6,81;1,87;3,54;10;0,35;1,67;8;50,33;3;64;77,87;75,69
8055;femenino;17;9,10;3,83;4,29;6,90;0,91;0,60;7;0,29;0,95;3;62,50;4;46;59,81;57,12
8056;masculino;28;5,74;7,50;10,93;2,29;0,53;1,72;6;0,17;0,48;0;43,34;7;83;53,91;47,41
8057;femenino;17;9,12;5,32;9,46;5,28;5,17;1,81;11;0,11;0,32;9;48,07;4;65;60,94;56,67
8058;masculino;28;5,68;4,32;0,53;1,68;2,91;1,08;8;0,45;0,72;2;86,82;8;68;73,19;56,51
8059;masculino;17;1,49;4,29;7,06;3,95;2,31;1,78;1;0,27;1,15;8;58,72;4;99;77,24;37,58
8060;masculino;24;8,38;9,10;8,55;6,78;1,16;1,25;12;0,41;0,80;18;60,03;2;94;50,98;78,63
8061;femenino;19;1,75;9,02;1,11;3,28;2,89;3,27;6;0,11;1,78;12;94,63;5;61;65,86;53,52
8062;femenino;27;3,50;4,90;1,81;0,88;5,51;2,07;3;0,47;0,17;6;91,60;6;90;65,62;56,65
8063;masculino;17;4,11;3,24;3,70;0,19;2,36;2,73;7;0,06;1,65;16;77,60;8;64;94,94;38,90
8064;femenino;23;8,17;9,08;7,56;7,20;0,41;2,41;1;0,30;1,70;14;76,33;3;57;78,28;68,86
8065;masculino;26;1,29;3,40;11,12;0,99;4,57;2,24;11;0,39;1,32;14;43,36;6;49;72,61;6,91
8066;masculino;19;4,73;3,59;6,09;7,01;1,38;0,12;11;0,33;1,38;13;71,55;6;60;91,21;38,54
8067;femenino;24;4,65;8,75;11,80;0,75;4,27;3,80;4;0,14;1,30;19;47,45;2;52;51,59;40,69
8068;masculino;20;6,03;8,72;11,27;1,93;4,45;4,00;7;0,04;0,88;11;54,75;4;42;51,98;43,21
8069;femenino;20;3,86;4,42;7,83;5,83;4,83;4,22;3;0,45;1,37;3;80,83;4;90;56,60;47,58
8070;masculino;21;5,98;3,27;5,77;1,40;1,30;4,50;10;0,05;0,80;7;40,46;3;55;53,98;40,17
8071;masculino;22;9,87;3,44;8,34;7,07;0,92;4,17;11;0,30;0,88;10;47,17;10;34;87,27;40,00
8072;masculino;23;1,18;6,17;9,60;1,80;1,94;2,66;13;0,43;1,52;16;50,79;6;75;94,23;25,99
8073;femenino;20;8,81;5,93;11,35;2,94;4,11;1,53;8;0,06;0,70;14;62,07;5;46;82,03;48,96
8074;femenino;24;3,43;4,28;9,17;6,94;5,69;3,14;4;0,29;0,40;14;57,46;6;52;56,40;24,93
8075;masculino;29;4,92;9,36;5,00;2,74;4,03;5,96;10;0,33;0,23;0;70,61;1;89;72,56;71,32
8076;femenino;22;7,54;6,87;6,17;4,71;5,89;1,60;10;0,33;1,37;3;91,35;2;34;67,55;58,49
8077;femenino;17;9,15;8,65;1,04;2,59;3,74;3,03;13;0,03;0,37;5;53,69;10;54;58,35;70,29
8078;masculino;17;0,59;3,73;0,83;3,83;5,78;1,85;5;0,14;1,45;6;72,64;8;79;99,13;33,73
8079;masculino;25;6,79;9,81;3,74;3,76;4,34;2,25;10;0,08;1,92;5;61,99;5;54;57,44;65,60
8080;masculino;26;1,16;8,67;9,77;3,81;2,05;2,90;1;0,07;1,07;8;97,53;1;74;76,80;45,01
8081;masculino;22;5,49;5,01;4,17;2,94;4,08;4,33;13;0,05;1,58;5;92,64;1;49;66,77;54,00
8082;femenino;26;7,62;3,15;1,84;5,78;1,05;4,68;2;0,11;0,47;14;69,11;1;98;46,96;74,00
8083;masculino;24;2,11;4,15;4,60;2,74;2,49;0,98;11;0,17;0,57;16;77,31;1;39;86,28;30,68
8084;masculino;29;7,76;5,93;4,01;1,09;2,08;4,51;9;0,34;1,03;0;54,07;4;90;84,69;70,33
8085;masculino;23;3,44;3,02;11,88;4,78;4,78;4,07;14;0,15;1,77;15;69,02;3;68;60,75;27,48
8086;masculino;28;6,30;3,29;11,67;2,22;5,15;4,21;13;0,33;0,93;15;86,81;1;71;60,65;46,90
8087;femenino;22;6,75;3,69;8,97;0,31;4,54;3,33;3;0,11;0,83;6;48,67;6;48;56,42;35,27
8088;femenino;20;6,67;8,67;10,03;0,36;5,04;1,57;10;0,50;1,87;14;59,29;3;85;88,44;63,58
8089;masculino;23;0,68;6,83;3,42;3,90;0,46;2,14;13;0,46;0,90;18;95,76;2;68;62,35;44,94
8090;masculino;25;1,95;4,34;6,68;7,75;5,02;4,37;1;0,23;1,83;1;47,25;1;75;65,63;33,92
8091;masculino;27;8,63;4,85;11,98;0,62;1,31;0,38;12;0,08;0,15;3;60,16;2;67;90,32;53,97
8092;femenino;26;9,43;7,50;4,22;2,65;4,57;0,39;14;0,40;0,83;19;49,27;6;52;72,41;66,20
8093;masculino;26;5,85;5,23;11,84;0,31;2,91;4,55;12;0,31;1,90;14;50,33;6;41;75,66;28,90
8094;masculino;23;6,17;7,77;2,66;5,05;1,48;3,43;3;0,24;0,12;10;66,40;3;30;98,70;54,27
8095;masculino;17;7,67;8,45;7,63;4,63;4,72;0,82;4;0,27;1,65;1;69,26;9;99;46,90;70,86
8096;masculino;26;4,36;5,15;9,49;2,27;0,15;0,38;5;0,21;0,18;17;78,10;3;85;55,35;48,03
8097;masculino;25;3,62;5,57;7,32;6,08;5,94;3,10;7;0,26;1,10;15;99,47;7;67;60,34;42,80
8098;femenino;29;7,80;3,35;4,05;0,23;3,08;5,69;4;0,25;0,03;13;97,59;4;72;65,39;64,70
8099;femenino;20;0,77;8,74;9,86;1,01;2,54;4,55;9;0,34;1,23;4;84,77;7;81;57,20;37,09
8100;masculino;19;8,91;7,24;2,82;0,47;3,37;3,57;12;0,06;1,50;3;95,06;4;62;71,51;78,33
8101;femenino;20;4,69;9,22;5,45;2,70;5,31;5,09;10;0,12;0,30;19;97,53;1;62;49,82;64,84
8102;femenino;20;5,29;4,32;3,72;4,04;1,70;1,94;12;0,46;0,88;9;40,52;7;68;97,67;43,25
8103;masculino;29;6,53;9,72;6,20;2,32;1,51;3,43;2;0,50;0,18;9;80,22;9;95;48,89;72,16
8104;masculino;26;3,11;7,95;4,96;2,52;4,38;5,60;13;0,46;0,58;9;56,54;9;59;66,43;39,14
8105;masculino;27;6,18;4,38;2,56;4,59;2,60;1,82;11;0,35;0,55;9;49,58;10;85;68,96;52,86
8106;femenino;18;7,08;6,24;9,03;1,93;2,98;0,93;8;0,42;1,10;0;41,21;6;53;77,41;43,89
8107;femenino;28;1,62;7,89;2,53;2,22;2,92;4,03;9;0,47;1,90;17;77,61;6;38;94,74;36,33
8108;masculino;17;5,44;3,12;6,77;7,21;4,82;4,13;11;0,45;1,43;9;82,69;6;84;87,25;48,80
8109;masculino;28;3,63;8,46;9,75;5,82;1,33;2,15;12;0,23;0,88;17;74,34;1;79;56,94;53,00
8110;femenino;26;5,79;9,63;6,06;4,04;1,86;0,36;4;0,31;0,60;19;71,61;9;45;92,17;51,37
8111;femenino;28;0,70;3,57;10,70;5,63;2,81;3,60;1;0,25;0,88;4;73,12;10;71;88,94;13,12
8112;femenino;17;7,56;9,29;5,43;3,53;0,65;0,27;14;0,26;1,72;1;73,88;1;81;98,88;79,77
8113;masculino;29;2,10;6,25;11,66;7,30;1,51;1,53;12;0,20;0,33;19;51,64;8;85;43,86;28,06
8114;femenino;24;7,05;6,61;0,79;1,41;4,75;0,75;2;0,23;1,68;3;88,66;9;75;85,99;69,66
8115;femenino;18;7,80;8,88;9,60;1,37;3,20;0,66;14;0,24;1,17;13;81,54;2;43;83,23;60,81
8116;masculino;28;7,65;7,13;8,64;0,48;3,69;0,25;3;0,23;0,83;2;50,58;7;38;78,02;44,97
8117;femenino;26;8,27;5,46;7,53;1,44;2,01;4,41;4;0,41;0,77;0;68,97;1;52;89,64;58,92
8118;masculino;21;3,42;8,13;3,91;1,76;3,60;5,70;5;0,30;1,00;18;66,14;8;83;91,12;53,07
8119;masculino;28;9,69;3,97;7,52;6,88;2,15;3,03;6;0,42;1,15;14;56,55;4;65;41,63;60,00
8120;femenino;20;0,73;7,66;7,34;4,07;1,64;4,67;7;0,41;0,15;14;77,74;8;86;98,15;37,49
8121;masculino;24;5,07;8,42;2,22;1,65;2,14;2,68;10;0,06;0,57;18;92,53;8;71;90,36;64,10
8122;femenino;18;3,07;5,34;10,62;6,81;5,56;2,73;13;0,30;0,22;16;78,78;1;42;90,37;29,50
8123;masculino;26;7,53;9,79;6,65;0,61;3,48;4,59;9;0,05;1,68;4;57,94;10;54;50,41;57,98
8124;femenino;25;8,15;7,48;1,52;2,27;2,61;4,24;5;0,08;0,77;8;43,44;7;84;66,06;73,33
8125;masculino;23;8,31;3,67;5,00;7,51;4,68;0,83;10;0,44;0,98;10;44,94;6;68;47,11;54,25
8126;femenino;29;3,32;9,76;2,99;7,75;0,64;5,52;12;0,09;0,07;3;61,43;10;99;41,30;60,78
8127;masculino;23;3,10;8,21;2,44;2,96;3,35;5,88;13;0,06;0,02;17;76,08;10;59;41,62;45,96
8128;masculino;17;6,93;7,87;11,38;6,44;1,80;0,41;1;0,22;1,10;0;96,28;3;43;44,46;52,75
8129;masculino;28;9,32;4,77;8,26;1,25;2,12;0,85;12;0,35;0,18;15;67,37;8;39;97,77;48,39
8130;masculino;18;2,91;6,31;3,97;7,13;3,27;5,67;13;0,01;0,60;13;84,90;1;57;49,90;48,03
8131;masculino;20;9,15;9,31;8,30;6,34;4,31;3,37;7;0,12;1,50;7;40,50;8;37;64,78;54,84
8132;masculino;20;6,12;5,16;9,73;5,27;5,14;4,26;2;0,18;0,45;3;77,45;10;71;96,33;43,08
8133;otro;27;7,51;5,96;4,14;6,70;5,99;2,26;2;0,33;0,62;17;55,66;5;63;88,42;59,56
8134;masculino;19;4,68;4,80;11,83;4,50;1,93;2,11;11;0,32;0,25;17;93,65;8;96;69,97;45,37
8135;femenino;23;8,17;4,51;10,64;2,66;1,98;3,93;13;0,45;0,23;1;68,06;8;55;86,35;44,16
8136;femenino;28;9,72;3,31;9,67;5,32;5,95;4,22;12;0,43;1,43;7;83,43;9;41;63,07;46,06
8137;masculino;24;2,12;8,16;8,73;5,31;2,52;0,39;4;0,43;0,40;18;70,12;6;30;65,98;25,38
8138;femenino;18;4,16;3,64;0,95;4,64;3,28;5,92;6;0,18;0,67;8;66,52;7;57;65,16;41,67
8139;femenino;20;8,69;6,72;0,76;6,30;4,18;4,08;2;0,42;1,58;0;40,78;1;48;56,90;69,23
8140;masculino;19;2,18;3,35;2,40;0,43;4,86;0,38;7;0,28;1,87;6;78,09;7;36;55,61;25,06
8141;femenino;18;4,42;9,89;11,04;5,11;3,30;0,37;8;0,44;1,70;8;48,56;7;33;86,47;32,64
8142;masculino;28;2,08;7,97;3,00;4,61;1,50;5,71;3;0,21;1,05;18;87,50;4;97;84,47;60,63
8143;femenino;29;6,66;7,41;8,56;1,76;0,68;1,72;10;0,06;0,47;10;79,13;4;78;74,13;62,39
8144;masculino;22;2,76;4,30;11,77;0,70;4,65;1,88;3;0,18;1,07;13;85,12;2;90;91,90;38,98
8145;masculino;29;4,12;6,70;11,28;3,76;0,52;2,91;2;0,40;1,72;1;91,46;3;49;64,71;38,79
8146;femenino;20;5,17;6,52;5,10;2,03;1,14;1,17;10;0,07;1,08;18;73,46;6;60;74,66;50,25
8147;masculino;22;3,32;5,51;8,33;6,18;1,24;0,27;4;0,41;0,08;17;60,66;1;87;51,42;46,38
8148;masculino;18;6,96;4,09;9,23;3,92;0,21;1,91;10;0,04;0,02;2;62,39;7;95;85,58;53,20
8149;masculino;28;1,56;5,57;6,82;7,69;5,10;0,89;13;0,26;0,77;18;51,92;3;43;46,54;23,57
8150;femenino;20;8,86;7,26;6,51;7,65;4,87;3,68;5;0,06;0,07;3;44,85;1;65;56,73;68,28
8151;femenino;27;5,07;6,41;3,07;7,05;1,62;0,74;14;0,12;1,85;12;91,56;7;37;90,50;47,21
8152;masculino;22;5,94;6,99;8,27;5,04;4,73;5,78;10;0,07;1,82;14;67,55;3;45;61,69;47,14
8153;masculino;21;6,41;7,00;3,88;4,79;2,25;4,62;6;0,14;1,35;0;53,21;2;66;59,81;61,85
8154;femenino;19;1,07;4,71;4,05;1,74;0,51;5,19;1;0,09;1,27;18;82,82;3;98;60,85;46,42
8155;femenino;24;7,69;3,78;3,56;5,74;3,09;4,02;13;0,41;0,72;9;76,59;2;41;99,77;54,90
8156;masculino;23;9,49;6,65;1,26;7,32;1,62;5,54;11;0,28;0,22;16;54,67;1;50;64,87;74,58
8157;masculino;19;5,44;9,25;10,20;2,51;0,61;2,47;3;0,19;1,90;18;48,90;8;41;50,84;38,24
8158;masculino;22;4,21;9,97;10,43;6,75;1,46;0,70;6;0,45;1,40;6;85,49;9;62;96,67;46,14
8159;femenino;20;7,96;8,50;8,82;3,28;1,59;3,66;9;0,33;1,90;11;51,11;2;41;94,19;56,16
8160;femenino;27;7,34;4,55;11,17;7,64;3,35;4,94;3;0,15;1,35;19;83,06;1;46;53,71;46,89
8161;masculino;21;6,68;7,41;7,76;3,19;3,65;5,41;3;0,05;0,22;3;42,07;8;40;69,83;41,15
8162;femenino;27;9,67;4,67;7,86;6,18;0,89;1,83;9;0,01;1,80;6;59,96;6;67;44,54;60,30
8163;masculino;21;6,03;7,04;10,71;6,48;4,68;0,52;8;0,35;1,67;9;62,11;4;96;71,58;58,26
8164;masculino;23;2,86;6,36;2,90;5,69;5,61;2,24;6;0,36;0,97;0;66,25;4;90;94,05;54,11
8165;femenino;27;0,74;5,67;5,51;3,06;1,38;2,54;9;0,32;1,87;8;72,10;9;88;68,26;33,78
8166;femenino;21;4,81;7,49;8,60;1,25;0,19;0,62;3;0,42;1,67;10;49,12;3;58;78,79;44,30
8167;femenino;27;6,70;9,00;3,59;0,80;5,01;2,54;13;0,20;0,70;5;70,70;10;65;99,04;62,85
8168;masculino;19;2,14;5,36;3,13;0,75;4,42;2,79;14;0,20;0,97;1;81,26;3;37;88,15;34,29
8169;masculino;26;0,74;6,40;10,83;6,16;1,70;4,01;6;0,25;1,05;19;86,42;10;71;47,16;22,87
8170;femenino;21;9,14;6,19;11,95;3,05;3,09;0,85;1;0,50;1,18;5;61,06;6;56;94,12;52,11
8171;femenino;23;3,37;4,74;4,94;3,04;4,31;2,56;11;0,34;0,98;8;68,83;6;40;87,48;30,71
8172;masculino;21;4,93;5,95;3,22;1,61;1,30;6,00;4;0,46;0,65;5;90,60;1;90;93,43;68,60
8173;masculino;21;1,37;3,15;5,15;1,72;1,69;1,85;10;0,16;0,80;17;94,79;8;95;41,30;37,30
8174;femenino;25;4,13;6,62;3,99;3,05;3,94;1,32;10;0,39;1,00;4;65,46;2;82;78,75;57,97
8175;femenino;19;4,53;8,05;9,95;1,70;2,66;0,34;6;0,45;1,75;8;45,25;7;64;48,98;39,42
8176;femenino;29;9,08;5,57;10,86;5,07;0,39;0,53;3;0,50;0,87;11;62,35;8;59;43,79;50,96
8177;femenino;22;8,72;8,23;5,00;6,81;3,21;3,15;6;0,13;1,78;6;99,20;7;90;40,69;83,15
8178;masculino;17;2,30;8,25;7,40;5,43;5,19;1,98;2;0,23;0,32;12;86,27;4;58;63,50;42,39
8179;femenino;26;5,78;9,89;1,41;2,37;2,04;4,87;4;0,34;1,52;11;87,75;2;61;83,84;74,90
8180;femenino;21;7,45;6,82;5,82;2,58;1,88;0,12;8;0,01;1,68;7;94,08;8;98;84,72;73,22
8181;masculino;24;3,27;5,83;0,58;4,93;0,30;4,69;1;0,29;1,15;15;40,17;6;73;42,67;46,32
8182;femenino;21;4,25;7,48;8,22;4,95;0,87;4,84;6;0,35;0,97;14;56,73;4;55;78,08;41,65
8183;femenino;25;9,86;7,39;2,52;6,01;0,57;0,99;12;0,44;0,22;11;74,75;4;30;66,09;69,67
8184;masculino;27;7,72;9,91;10,60;7,49;3,33;5,13;5;0,27;1,15;13;50,87;7;49;66,14;53,20
8185;femenino;22;4,65;7,95;7,75;1,81;2,26;0,69;1;0,01;0,98;0;53,84;9;56;55,96;39,87
8186;femenino;24;5,57;5,15;11,17;2,32;2,78;3,31;1;0,36;1,93;9;96,67;8;61;44,27;40,38
8187;femenino;26;6,44;4,31;11,29;5,76;4,55;3,61;5;0,04;0,73;8;99,46;3;52;45,47;44,61
8188;femenino;24;5,24;8,55;2,45;0,96;5,99;3,65;7;0,42;1,57;11;90,06;7;90;90,64;71,64
8189;masculino;29;4,41;4,26;6,40;1,93;5,63;3,03;7;0,44;0,12;17;97,89;7;84;60,93;49,41
8190;femenino;19;3,91;7,39;2,75;1,84;0,98;3,90;14;0,08;0,72;4;80,96;1;88;53,12;66,64
8191;masculino;23;2,11;3,93;5,71;1,70;4,06;2,48;1;0,11;1,48;17;42,61;4;33;45,88;17,49
8192;femenino;23;9,75;8,03;5,68;5,64;2,47;5,98;10;0,21;0,08;14;65,27;8;94;71,14;80,68
8193;masculino;26;1,37;8,48;8,96;1,54;0,44;3,44;14;0,40;1,28;15;86,40;4;92;77,12;47,50
8194;masculino;28;6,21;9,93;11,73;6,88;3,35;0,93;14;0,03;0,53;8;96,55;4;38;88,39;51,98
8195;masculino;22;9,62;9,68;7,73;4,49;1,97;2,87;10;0,11;1,83;3;88,16;8;85;67,19;82,04
8196;masculino;28;4,06;8,00;9,88;4,15;3,33;5,27;10;0,13;1,73;16;91,21;10;50;93,49;37,03
8197;masculino;23;2,90;4,94;5,14;3,11;2,80;0,97;2;0,25;1,72;7;76,11;10;97;57,98;44,22
8198;masculino;18;9,58;3,31;1,34;1,88;1,76;3,43;2;0,33;1,02;13;72,98;4;37;51,15;61,35
8199;femenino;25;8,12;6,89;6,42;1,28;2,26;5,12;10;0,28;1,70;3;51,12;1;79;51,46;69,78
8200;femenino;26;6,72;8,36;10,90;1,57;4,92;3,93;9;0,28;0,38;15;53,42;8;97;86,70;59,09
8201;femenino;26;6,31;3,07;3,26;7,49;5,28;1,26;3;0,29;1,77;12;79,72;7;36;82,92;41,01
8202;femenino;17;3,92;6,67;3,52;4,97;1,86;3,20;14;0,31;0,98;13;75,20;4;57;73,25;49,29
8203;femenino;17;6,59;9,18;1,71;3,88;3,72;3,96;13;0,32;1,52;13;89,79;2;89;85,35;85,39
8204;masculino;19;7,39;7,46;11,96;0,20;5,11;0,21;9;0,39;0,58;10;79,56;10;99;86,70;60,56
8205;femenino;19;0,80;7,79;5,27;7,57;4,74;3,71;13;0,30;0,77;9;80,38;7;94;72,33;45,59
8206;femenino;17;1,62;6,32;3,94;6,00;1,98;4,50;10;0,47;1,00;8;45,47;5;37;85,37;25,37
8207;masculino;28;3,49;9,60;11,16;1,48;0,83;3,32;10;0,45;1,47;14;82,83;8;76;62,18;46,04
8208;femenino;23;3,57;5,62;9,83;3,29;3,73;2,64;12;0,41;1,87;7;99,81;9;91;85,74;44,32
8209;masculino;20;9,05;5,65;10,59;5,05;0,41;3,28;9;0,27;1,40;6;58,86;1;46;82,55;54,27
8210;femenino;26;7,00;6,62;11,43;1,40;4,93;0,22;6;0,05;1,42;7;65,58;1;34;94,53;43,88
8211;femenino;29;4,05;7,10;10,35;3,90;2,78;2,58;9;0,16;1,42;16;71,26;3;45;51,71;36,51
8212;femenino;18;8,19;6,76;11,84;5,69;4,31;0,87;4;0,11;0,10;2;67,52;3;75;87,65;60,16
8213;masculino;26;3,57;8,73;7,85;1,19;1,06;4,39;14;0,40;0,77;19;47,08;2;63;65,17;45,87
8214;masculino;21;9,91;8,84;3,27;2,00;1,01;5,19;10;0,41;1,30;13;74,47;5;66;79,91;83,12
8215;otro;22;7,93;3,92;2,42;3,94;1,25;4,13;13;0,14;0,07;11;70,47;10;91;45,94;64,72
8216;masculino;25;8,18;7,17;7,43;5,58;4,64;2,82;2;0,47;0,62;18;75,01;10;38;78,78;50,04
8217;masculino;20;2,98;9,89;4,63;4,49;1,65;0,44;10;0,45;1,83;6;71,99;2;88;87,27;63,79
